ID,RA,Dec,mag_r,True_Class,Prediction_Elliptical,Prediction_Spiral,predBin_Elliptical,predBin_Spiral,Train
SPLUS.STRIPE82-0120.15707.griz,323.6246,0.4661,15.96,Elliptical,0.99568117,0.0028793514,1,0,1
SPLUS.STRIPE82-0120.16166.griz,323.6423,0.4964,16.35,Elliptical,0.99029624,0.034863234,1,0,1
SPLUS.STRIPE82-0120.18959.griz,323.5826,0.5438,16.33,Elliptical,0.98002654,0.048980802,1,0,1
SPLUS.STRIPE82-0120.19509.griz,323.3805,0.5579,15.35,Spiral,0.0029816031,0.91440976,0,1,1
SPLUS.STRIPE82-0120.22919.griz,323.7301,0.6846,16.89,Spiral,0.0006264746,0.98718345,0,1,1
SPLUS.STRIPE82-0120.24091.griz,323.6774,0.7176,16.78,Spiral,0.00025743246,0.9839368,0,1,1
SPLUS.STRIPE82-0120.24309.griz,323.7781,0.7212,15.99,Spiral,0.0015518665,0.98584926,0,1,1
SPLUS.STRIPE82-0120.25426.griz,322.4553,0.7606,16.67,Spiral,0.000254035,0.8205169,0,1,1
SPLUS.STRIPE82-0120.25642.griz,323.4358,0.7602,16.92,Spiral,0.0016081929,0.98326206,0,1,1
SPLUS.STRIPE82-0120.26252.griz,323.1786,0.7714,15.84,Spiral,8.928776e-05,0.7243992,0,1,1
SPLUS.STRIPE82-0120.29284.griz,322.5629,0.8632,16.49,Spiral,0.0007005036,0.90649056,0,1,1
SPLUS.STRIPE82-0120.31340.griz,323.7719,0.9257,16.03,Spiral,0.00034230947,0.92829967,0,1,1
SPLUS.STRIPE82-0120.36395.griz,323.6176,1.2213,11.74,Spiral,6.5237284e-05,0.99531615,0,1,1
SPLUS.STRIPE82-0120.38480.griz,323.2113,1.1531,11.76,Spiral,0.00033417344,0.9931536,0,1,1
SPLUS.STRIPE82-0120.41177.griz,322.8074,1.0793,16.05,Spiral,0.0004826486,0.9442502,0,1,1
SPLUS.STRIPE82-0120.41349.griz,323.135,1.0774,15.53,Spiral,0.00059089065,0.69375867,0,1,1
SPLUS.STRIPE82-0120.42507.griz,322.3824,1.0367,15.69,Elliptical,0.99526143,0.006686628,1,0,1
SPLUS.STRIPE82-0120.43365.griz,322.6212,1.0074,15.96,Elliptical,0.99700963,0.008306384,1,0,1
SPLUS.STRIPE82-0120.45147.griz,323.1951,0.9603,16.78,Spiral,0.00019869208,0.93038255,0,1,1
SPLUS.STRIPE82-0121.10411.griz,324.5701,-1.0742,16.77,Spiral,0.0012601614,0.88544333,0,1,1
SPLUS.STRIPE82-0121.10632.griz,324.1079,-1.0674,16.73,Spiral,0.00028958917,0.9941845,0,1,1
SPLUS.STRIPE82-0121.13203.griz,324.7361,-0.9922,16.79,Spiral,0.0003222823,0.9893473,0,1,1
SPLUS.STRIPE82-0121.15336.griz,324.6776,-0.9414,16.53,Spiral,0.0005412996,0.9941306,0,1,1
SPLUS.STRIPE82-0121.16133.griz,324.6054,-0.9087,16.92,Spiral,0.0021943152,0.99597394,0,1,1
SPLUS.STRIPE82-0121.18251.griz,324.4617,-0.8536,16.65,Elliptical,0.9915935,0.0028576255,1,0,1
SPLUS.STRIPE82-0121.19186.griz,323.9845,-0.8287,16.55,Spiral,0.0013870597,0.31664398,0,0,1
SPLUS.STRIPE82-0121.19507.griz,324.7142,-0.8146,16.69,Elliptical,0.9754568,0.07274309,1,0,1
SPLUS.STRIPE82-0121.23372.griz,324.9842,-0.7137,16.94,Spiral,0.0005482733,0.82367545,0,1,1
SPLUS.STRIPE82-0121.25891.griz,324.5294,-0.6387,16.35,Spiral,0.0004543066,0.8015143,0,1,1
SPLUS.STRIPE82-0121.27432.griz,324.8865,-0.5983,16.51,Spiral,0.054838,0.98027,0,1,1
SPLUS.STRIPE82-0121.28582.griz,324.2683,-0.5833,15.17,Spiral,0.00010022521,0.93472886,0,1,1
SPLUS.STRIPE82-0121.29370.griz,324.9466,-0.5411,16.46,Spiral,0.0057972968,0.9315704,0,1,1
SPLUS.STRIPE82-0121.29665.griz,324.2336,-0.5353,16.87,Spiral,0.00081804395,0.9638283,0,1,1
SPLUS.STRIPE82-0121.29704.griz,324.7952,-0.5338,16.96,Spiral,0.0003272295,0.9905081,0,1,1
SPLUS.STRIPE82-0121.30645.griz,324.8046,-0.5085,11.89,Elliptical,0.9996135,0.00032043457,1,0,1
SPLUS.STRIPE82-0121.30759.griz,324.7521,-0.5143,15.25,Spiral,0.0034671128,0.60453993,0,1,1
SPLUS.STRIPE82-0121.32376.griz,324.7965,-0.4632,16.41,Spiral,0.0007315874,0.9484955,0,1,1
SPLUS.STRIPE82-0121.32713.griz,324.6598,-0.4522,16.79,Spiral,0.0006454885,0.9408528,0,1,1
SPLUS.STRIPE82-0121.34213.griz,324.0718,-0.0965,16.83,Spiral,0.000508219,0.79052186,0,1,1
SPLUS.STRIPE82-0121.34396.griz,323.8691,-0.0537,16.67,Spiral,0.00024023652,0.870465,0,1,1
SPLUS.STRIPE82-0121.34811.griz,324.9446,-0.113,16.17,Spiral,0.0002886951,0.91494447,0,1,1
SPLUS.STRIPE82-0121.34904.griz,324.7044,-0.1222,16.82,Spiral,1.4454126e-05,0.9985858,0,1,1
SPLUS.STRIPE82-0121.35975.griz,323.9609,-0.1471,16.31,Elliptical,0.6827496,0.78596723,0,0,1
SPLUS.STRIPE82-0121.36054.griz,324.8379,-0.1562,16.74,Spiral,0.0005232394,0.88686174,0,1,1
SPLUS.STRIPE82-0121.36066.griz,324.8394,-0.1597,16.95,Spiral,0.00054448843,0.94042146,0,1,1
SPLUS.STRIPE82-0121.36942.griz,324.4344,-0.1742,16.81,Spiral,0.0013149977,0.8653321,0,1,1
SPLUS.STRIPE82-0121.37833.griz,324.5015,-0.2048,16.38,Spiral,4.720688e-05,0.9935671,0,1,1
SPLUS.STRIPE82-0121.39965.griz,325.0567,-0.26899999999999996,15.73,Spiral,0.0005578697,0.94204915,0,1,1
SPLUS.STRIPE82-0121.42602.griz,324.6583,-0.3507,16.55,Elliptical,0.99580705,0.0032123625,1,0,1
SPLUS.STRIPE82-0121.45297.griz,325.0547,0.0311,15.68,Spiral,0.00015494227,0.99664116,0,1,1
SPLUS.STRIPE82-0121.45478.griz,324.8227,0.0121,16.39,Elliptical,0.9964857,0.0024412274,1,0,1
SPLUS.STRIPE82-0121.48897.griz,323.8935,-0.0904,16.98,Elliptical,0.9988673,0.00037109852,1,0,1
SPLUS.STRIPE82-0122.04061.griz,323.9429,0.1159,16.03,Elliptical,0.99955416,0.0013399124,1,0,1
SPLUS.STRIPE82-0122.04330.griz,323.9547,0.1322,16.48,Elliptical,0.9988026,0.0014231801,1,0,1
SPLUS.STRIPE82-0122.06202.griz,323.9079,0.1971,16.93,Spiral,2.9802322e-06,0.9966526,0,1,1
SPLUS.STRIPE82-0122.07108.griz,323.8931,0.2216,16.2,Elliptical,0.9995421,0.00044462085,1,0,1
SPLUS.STRIPE82-0122.08267.griz,324.1931,0.263,15.76,Spiral,1.2069941e-05,0.9998957,0,1,1
SPLUS.STRIPE82-0122.08504.griz,325.0978,0.2548,16.42,Spiral,5.632639e-06,0.9985255,0,1,1
SPLUS.STRIPE82-0122.08670.griz,323.8713,0.2683,15.01,Elliptical,0.9982984,0.0012695789,1,0,1
SPLUS.STRIPE82-0122.08739.griz,324.5267,0.2776,16.44,Elliptical,0.99865556,0.0025042593,1,0,1
SPLUS.STRIPE82-0122.08904.griz,324.8907,0.2867,16.62,Spiral,0.0005798042,0.9842174,0,1,1
SPLUS.STRIPE82-0122.10022.griz,323.9456,0.325,16.81,Spiral,0.00026842952,0.94016767,0,1,1
SPLUS.STRIPE82-0122.11654.griz,324.1394,0.3712,15.32,Spiral,1.7762184e-05,0.9995692,0,1,1
SPLUS.STRIPE82-0122.12756.griz,324.9773,0.4164,16.76,Spiral,2.0951033e-05,0.97558,0,1,1
SPLUS.STRIPE82-0122.14009.griz,325.0021,0.4505,16.02,Elliptical,0.99999726,9.62615e-06,1,0,1
SPLUS.STRIPE82-0122.14274.griz,324.9104,0.4709,16.77,Spiral,0.00018277764,0.9991683,0,1,1
SPLUS.STRIPE82-0122.14349.griz,324.2598,0.4283,14.32,Spiral,0.3123479,0.79326725,0,1,1
SPLUS.STRIPE82-0122.14423.griz,324.9404,0.4721,16.7,Elliptical,0.999403,0.0022492707,1,0,1
SPLUS.STRIPE82-0122.15714.griz,324.4096,0.5076,16.01,Spiral,0.17241988,0.91616505,0,1,1
SPLUS.STRIPE82-0122.17761.griz,324.6947,0.5837,16.32,Spiral,2.1666288e-05,0.9851442,0,1,1
SPLUS.STRIPE82-0122.19709.griz,324.9134,0.6496,16.81,Spiral,0.00012505054,0.9697004,0,1,1
SPLUS.STRIPE82-0122.20078.griz,324.2794,0.6441,15.41,Spiral,0.000106453896,0.77569515,0,1,1
SPLUS.STRIPE82-0122.22417.griz,324.0857,0.7207,15.26,Elliptical,0.99984765,0.00016200542,1,0,1
SPLUS.STRIPE82-0122.25674.griz,323.9208,0.8364,16.0,Spiral,0.00011116266,0.97448707,0,1,1
SPLUS.STRIPE82-0122.27059.griz,324.4227,0.8881,14.84,Spiral,1.7642975e-05,0.99970824,0,1,1
SPLUS.STRIPE82-0122.27281.griz,324.1519,0.9951,16.95,Spiral,0.00015065074,0.9946792,0,1,1
SPLUS.STRIPE82-0122.28702.griz,324.092,0.9477,15.29,Spiral,4.5895576e-06,0.98951495,0,1,1
SPLUS.STRIPE82-0122.34827.griz,324.1908,1.2491,14.4,Elliptical,0.99999905,3.0100346e-06,1,0,1
SPLUS.STRIPE82-0122.34830.griz,324.2146,1.2352,15.16,Spiral,2.3305416e-05,0.9802803,0,1,1
SPLUS.STRIPE82-0122.35279.griz,324.0956,1.2229,16.19,Spiral,9.638071e-05,0.95071894,0,1,1
SPLUS.STRIPE82-0122.35858.griz,325.177,1.2019,16.96,Spiral,1.335144e-05,0.99858487,0,1,1
SPLUS.STRIPE82-0122.41846.griz,324.5712,1.0077,16.83,Spiral,1.7553568e-05,0.9957105,0,1,1
SPLUS.STRIPE82-0123.03445.griz,326.5263,-1.2547,16.93,Elliptical,0.9964459,0.002245456,1,0,1
SPLUS.STRIPE82-0123.03469.griz,326.1947,-1.2562,15.96,Spiral,0.0029442906,0.9953915,0,1,1
SPLUS.STRIPE82-0123.03860.griz,325.7364,-1.2468,16.43,Spiral,0.0015413463,0.9267489,0,1,1
SPLUS.STRIPE82-0123.04713.griz,325.6922,-1.2104,16.88,Spiral,0.0008662641,0.97838926,0,1,1
SPLUS.STRIPE82-0123.09181.griz,325.4641,-1.0666,16.93,Elliptical,0.98068976,0.027921677,1,0,1
SPLUS.STRIPE82-0123.09649.griz,325.4503,-1.055,15.63,Spiral,0.00046554208,0.89006186,0,1,1
SPLUS.STRIPE82-0123.10280.griz,326.5297,-1.0348,16.77,Spiral,0.00072070956,0.9612578,0,1,1
SPLUS.STRIPE82-0123.11982.griz,325.9695,-0.9826,14.77,Spiral,0.0009738207,0.89689416,0,1,1
SPLUS.STRIPE82-0123.12974.griz,325.448,-0.9438,16.94,Spiral,0.0062302947,0.9935757,0,1,1
SPLUS.STRIPE82-0123.13332.griz,325.7474,-0.9416,15.09,Spiral,0.00070282817,0.7726117,0,1,1
SPLUS.STRIPE82-0123.13969.griz,325.6481,-0.9126,16.84,Spiral,0.0013833344,0.9954108,0,1,1
SPLUS.STRIPE82-0123.15198.griz,326.0405,-0.8792,15.43,Spiral,0.002119571,0.8781806,0,1,1
SPLUS.STRIPE82-0123.15263.griz,326.3943,-0.8707,16.66,Spiral,7.4505806e-05,0.99482346,0,1,1
SPLUS.STRIPE82-0123.15382.griz,325.8769,-0.8686,16.67,Spiral,0.053925216,0.95959467,0,1,1
SPLUS.STRIPE82-0123.15850.griz,326.5383,-0.8629,15.81,Spiral,0.00032278895,0.8918544,0,1,1
SPLUS.STRIPE82-0123.16084.griz,326.2238,-0.8459,16.51,Spiral,0.0008096099,0.9523848,0,1,1
SPLUS.STRIPE82-0123.16197.griz,325.4034,-0.843,16.14,Spiral,0.00030618906,0.6799357,0,1,1
SPLUS.STRIPE82-0123.16733.griz,326.3466,-0.8290000000000001,16.78,Elliptical,0.9982389,0.0005917847,1,0,1
SPLUS.STRIPE82-0123.18349.griz,326.367,-0.7799,15.88,Elliptical,0.9998355,8.827448e-05,1,0,1
SPLUS.STRIPE82-0123.18772.griz,325.4809,-0.7549,16.38,Spiral,0.00029540062,0.98799825,0,1,1
SPLUS.STRIPE82-0123.20450.griz,325.5172,-0.7149,16.17,Spiral,1.2785196e-05,0.9991813,0,1,1
SPLUS.STRIPE82-0123.20606.griz,326.5759,-0.7077,15.99,Spiral,0.00042247772,0.9741472,0,1,1
SPLUS.STRIPE82-0123.23611.griz,325.4184,-0.6009,15.99,Spiral,0.0016554594,0.9927784,0,1,1
SPLUS.STRIPE82-0123.23967.griz,325.3548,-0.5865,16.92,Spiral,0.00041022897,0.97795665,0,1,1
SPLUS.STRIPE82-0123.24396.griz,325.4651,-0.5727,16.99,Spiral,0.0015832484,0.86341643,0,1,1
SPLUS.STRIPE82-0123.25032.griz,325.9941,-0.5541,16.42,Spiral,0.00024360418,0.8939216,0,1,1
SPLUS.STRIPE82-0123.25057.griz,325.6193,-0.5524,16.66,Spiral,0.0039013028,0.9937712,0,1,1
SPLUS.STRIPE82-0123.28351.griz,326.1104,-0.4193,16.12,Elliptical,0.9807855,0.039639592,1,0,1
SPLUS.STRIPE82-0123.28767.griz,325.2836,-0.4283,15.93,Spiral,0.00038683414,0.9410305,0,1,1
SPLUS.STRIPE82-0123.29631.griz,325.8648,-0.4802,15.39,Spiral,0.00081923604,0.95241725,0,1,1
SPLUS.STRIPE82-0123.30327.griz,326.1547,0.025,16.48,Spiral,0.00012820959,0.9949218,0,1,1
SPLUS.STRIPE82-0123.30464.griz,325.9012,-0.4784,15.7,Elliptical,0.99990654,0.0002642572,1,0,1
SPLUS.STRIPE82-0123.30811.griz,325.478,-0.0201,16.76,Spiral,0.042574584,0.96730614,0,1,1
SPLUS.STRIPE82-0123.34916.griz,325.2367,-0.1185,16.46,Spiral,0.91968304,0.29446527,1,0,1
SPLUS.STRIPE82-0123.36655.griz,326.3165,-0.1962,14.97,Elliptical,0.99999,3.33786e-06,1,0,1
SPLUS.STRIPE82-0123.38699.griz,326.1061,-0.264,15.6,Elliptical,0.98055255,0.0037130415,1,0,1
SPLUS.STRIPE82-0123.38782.griz,326.3581,-0.2685,16.91,Spiral,0.0006893277,0.9068066,0,1,1
SPLUS.STRIPE82-0123.38822.griz,325.3148,-0.2632,15.46,Spiral,0.00031739473,0.55760026,0,1,1
SPLUS.STRIPE82-0123.39548.griz,325.9638,-0.3214,14.08,Elliptical,0.9999996,1.7881393e-07,1,0,1
SPLUS.STRIPE82-0123.39879.griz,326.5237,-0.3008,16.8,Spiral,0.00057187676,0.9897942,0,1,1
SPLUS.STRIPE82-0124.02205.griz,325.3099,0.0214,15.19,Spiral,0.00023555756,0.9431429,0,1,1
SPLUS.STRIPE82-0124.03975.griz,325.712,0.0906,16.72,Spiral,0.0070070922,0.99102414,0,1,1
SPLUS.STRIPE82-0124.09345.griz,326.2759,0.2326,16.46,Spiral,0.00023066998,0.99597025,0,1,1
SPLUS.STRIPE82-0124.11042.griz,325.7764,0.2726,16.45,Spiral,0.00093245506,0.9695903,0,1,1
SPLUS.STRIPE82-0124.17655.griz,326.0198,0.4553,16.11,Spiral,0.010017157,0.99386424,0,1,1
SPLUS.STRIPE82-0124.18533.griz,326.2155,0.4742,16.36,Spiral,0.00011900067,0.97975266,0,1,1
SPLUS.STRIPE82-0124.19863.griz,326.3081,0.5112,16.79,Spiral,0.99458206,0.023477763,1,0,1
SPLUS.STRIPE82-0124.20223.griz,325.4619,0.5237,16.98,Spiral,0.00021231174,0.9711399,0,1,1
SPLUS.STRIPE82-0124.23195.griz,326.3272,0.6021,16.99,Spiral,0.00040841103,0.89862263,0,1,1
SPLUS.STRIPE82-0124.23665.griz,325.3692,0.6083,15.32,Elliptical,0.99917495,0.0020907223,1,0,1
SPLUS.STRIPE82-0124.23939.griz,325.486,0.6138,15.72,Spiral,0.00017592311,0.9456419,0,1,1
SPLUS.STRIPE82-0124.25019.griz,325.4138,0.6493,16.41,Spiral,0.00032147765,0.97857165,0,1,1
SPLUS.STRIPE82-0124.26636.griz,326.5136,0.6869,16.17,Elliptical,0.9998788,0.00016462803,1,0,1
SPLUS.STRIPE82-0124.30592.griz,325.93,0.8001,16.75,Spiral,0.0003090799,0.97945577,0,1,1
SPLUS.STRIPE82-0124.34787.griz,325.7054,0.8995,16.16,Elliptical,0.9999609,0.00020098686,1,0,1
SPLUS.STRIPE82-0124.37163.griz,325.6188,0.9636,15.94,Spiral,0.0041602254,0.89061296,0,1,1
SPLUS.STRIPE82-0124.39805.griz,326.5612,1.1422,15.16,Elliptical,0.9999961,1.1503696e-05,1,0,1
SPLUS.STRIPE82-0124.42215.griz,326.2768,1.0712,16.0,Spiral,5.0246716e-05,0.98088,0,1,1
SPLUS.STRIPE82-0124.42685.griz,325.4853,1.0566,16.59,Elliptical,0.9988507,0.0005507767,1,0,1
SPLUS.STRIPE82-0124.44302.griz,326.4513,1.021,16.45,Spiral,0.19460592,0.9510627,0,1,1
SPLUS.STRIPE82-0124.48353.griz,326.4351,1.0465,16.17,Spiral,0.00034067035,0.97432125,0,1,1
SPLUS.STRIPE82-0124.50194.griz,325.4503,1.2564,16.4,Spiral,0.00016790628,0.8516072,0,1,1
SPLUS.STRIPE82-0124.51104.griz,326.1862,1.232,16.25,Spiral,2.336502e-05,0.9981748,0,1,1
SPLUS.STRIPE82-0125.04888.griz,327.4261,-1.2486,16.42,Spiral,6.258488e-05,0.99624175,0,1,1
SPLUS.STRIPE82-0125.04963.griz,327.5208,-1.2482,16.3,Spiral,1.3113022e-06,0.9994866,0,1,1
SPLUS.STRIPE82-0125.11521.griz,327.5825,-1.0314,16.34,Spiral,1.1622906e-06,0.9917618,0,1,1
SPLUS.STRIPE82-0125.11647.griz,327.6119,-1.0222,16.88,Spiral,8.34465e-07,0.9992299,0,1,1
SPLUS.STRIPE82-0125.11804.griz,327.6324,-1.0205,16.93,Spiral,1.2218952e-06,0.99963605,0,1,1
SPLUS.STRIPE82-0125.13219.griz,327.0021,-0.9773,16.09,Spiral,5.7816505e-06,0.99284744,0,1,1
SPLUS.STRIPE82-0125.14658.griz,327.2424,-0.9282,16.38,Elliptical,0.989618,0.04172474,1,0,1
SPLUS.STRIPE82-0125.17984.griz,327.2039,-0.833,15.83,Spiral,0.0002182424,0.9334663,0,1,1
SPLUS.STRIPE82-0125.18127.griz,327.4014,-0.8268,16.24,Spiral,0.9837535,0.14424905,1,0,1
SPLUS.STRIPE82-0125.18623.griz,327.7445,-0.8135,15.61,Elliptical,0.9997932,0.0012574494,1,0,1
SPLUS.STRIPE82-0125.19661.griz,327.3423,-0.7715,16.81,Spiral,7.122755e-06,0.9982668,0,1,1
SPLUS.STRIPE82-0125.20818.griz,327.6638,-0.7393,16.97,Spiral,4.917383e-06,0.9986547,0,1,1
SPLUS.STRIPE82-0125.23773.griz,327.5483,-0.6614,16.3,Spiral,0.0001565814,0.8684739,0,1,1
SPLUS.STRIPE82-0125.25209.griz,327.7183,-0.5945,16.84,Spiral,1.4334917e-05,0.9950894,0,1,1
SPLUS.STRIPE82-0125.34826.griz,327.3856,-0.1649,16.55,Elliptical,0.9917238,0.012560904,1,0,1
SPLUS.STRIPE82-0125.38849.griz,327.592,-0.3102,15.99,Elliptical,0.99992657,9.2327595e-05,1,0,1
SPLUS.STRIPE82-0125.39568.griz,326.7841,-0.3332,16.57,Spiral,1.0579824e-05,0.9902009,0,1,1
SPLUS.STRIPE82-0125.39906.griz,327.2363,-0.3456,15.37,Spiral,2.7090311e-05,0.998078,0,1,1
SPLUS.STRIPE82-0126.00121.griz,326.8515,0.0393,16.88,Spiral,4.798174e-06,0.99895674,0,1,1
SPLUS.STRIPE82-0126.01178.griz,327.2934,0.1166,16.34,Spiral,0.00090798736,0.9850849,0,1,1
SPLUS.STRIPE82-0126.02740.griz,326.7340000000001,0.2198,16.73,Elliptical,0.8345084,0.0436292,1,0,1
SPLUS.STRIPE82-0126.04527.griz,326.8636,0.3582,15.13,Spiral,6.7293644e-05,0.96227455,0,1,1
SPLUS.STRIPE82-0126.04748.griz,327.594,0.3848,15.31,Spiral,3.2782555e-06,0.99447095,0,1,1
SPLUS.STRIPE82-0126.04807.griz,327.6254,0.3648,16.64,Spiral,3.1888485e-06,0.9970399,0,1,1
SPLUS.STRIPE82-0126.04813.griz,326.8978,0.3688,16.06,Spiral,2.9921532e-05,0.99315023,0,1,1
SPLUS.STRIPE82-0126.05355.griz,327.2806,0.4473,13.38,Spiral,8.112192e-05,0.9858192,0,1,1
SPLUS.STRIPE82-0126.05515.griz,326.7833,0.4145,16.35,Elliptical,0.9519669,0.08274093,1,0,1
SPLUS.STRIPE82-0126.05705.griz,327.6620000000001,0.4258,16.68,Spiral,1.2397766e-05,0.9863907,0,1,1
SPLUS.STRIPE82-0126.06883.griz,327.0636,0.5011,16.92,Elliptical,0.91251993,0.053168476,1,0,1
SPLUS.STRIPE82-0126.07391.griz,327.4933,0.5454,15.13,Elliptical,0.9990638,0.011119813,1,0,1
SPLUS.STRIPE82-0126.08247.griz,327.7211,0.5974,15.47,Elliptical,0.98213077,0.06283885,1,0,1
SPLUS.STRIPE82-0126.08344.griz,327.7368,0.6043,16.4,Spiral,0.00030341744,0.9484129,0,1,1
SPLUS.STRIPE82-0126.08459.griz,326.8063,0.6052,16.98,Spiral,2.6613474e-05,0.9945526,0,1,1
SPLUS.STRIPE82-0126.08950.griz,327.8876,0.6508,14.72,Elliptical,0.9993784,0.0002103746,1,0,1
SPLUS.STRIPE82-0126.09093.griz,326.7678,0.6529,16.69,Spiral,0.0003143549,0.9926352,0,1,1
SPLUS.STRIPE82-0126.11018.griz,327.8015,0.7842,16.11,Spiral,7.778406e-06,0.99957055,0,1,1
SPLUS.STRIPE82-0126.11226.griz,327.2253,0.7156,16.85,Elliptical,0.8999747,0.1610417,1,0,1
SPLUS.STRIPE82-0126.11536.griz,326.8328,0.6942,15.84,Spiral,5.9604645e-06,0.9992551,0,1,1
SPLUS.STRIPE82-0126.13788.griz,327.2298,1.1649,16.89,Spiral,4.6938658e-05,0.9807273,0,1,1
SPLUS.STRIPE82-0126.13843.griz,327.15,1.2054,16.63,Spiral,0.00013720989,0.9798622,0,1,1
SPLUS.STRIPE82-0126.14031.griz,327.6125,1.2212,16.66,Spiral,6.5892935e-05,0.99897164,0,1,1
SPLUS.STRIPE82-0126.14072.griz,327.36,1.2209,16.43,Spiral,2.0623207e-05,0.99960077,0,1,1
SPLUS.STRIPE82-0126.14187.griz,327.2267,1.2161,15.88,Spiral,3.6001205e-05,0.99897635,0,1,1
SPLUS.STRIPE82-0126.14441.griz,328.0093,1.1429,16.82,Spiral,2.115965e-06,0.9998794,0,1,1
SPLUS.STRIPE82-0126.15054.griz,327.075,1.1591,16.48,Spiral,1.9341707e-05,0.99000025,0,1,1
SPLUS.STRIPE82-0126.17066.griz,327.3007,1.0211,16.66,Spiral,0.00013136864,0.99536794,0,1,1
SPLUS.STRIPE82-0126.18742.griz,327.1398,0.9015,15.71,Spiral,8.404255e-05,0.94912094,0,1,1
SPLUS.STRIPE82-0126.19641.griz,326.8544,0.8322,16.07,Spiral,5.0753355e-05,0.99690425,0,1,1
SPLUS.STRIPE82-0126.20630.griz,326.8952,0.7733,14.85,Elliptical,0.9996137,0.004263252,1,0,1
SPLUS.STRIPE82-0126.21154.griz,326.7951,0.7362,15.89,Elliptical,0.99987084,0.00041627884,1,0,1
SPLUS.STRIPE82-0127.04570.griz,329.3642,-1.2165,16.69,Spiral,0.000256598,0.8892945,0,1,1
SPLUS.STRIPE82-0127.06016.griz,329.0577,-1.162,16.48,Spiral,8.893013e-05,0.98666155,0,1,1
SPLUS.STRIPE82-0127.06200.griz,328.5606,-1.1479,16.6,Spiral,0.00020578504,0.9991206,0,1,1
SPLUS.STRIPE82-0127.11789.griz,329.3873,-0.9288,16.81,Elliptical,0.9980438,0.00144279,1,0,1
SPLUS.STRIPE82-0127.13029.griz,328.1683,-0.8898,16.56,Spiral,0.00052693486,0.9761307,0,1,1
SPLUS.STRIPE82-0127.13404.griz,328.6377,-0.8701,16.94,Spiral,0.00018203259,0.9060954,0,1,1
SPLUS.STRIPE82-0127.21480.griz,329.0952,-0.2394,16.84,Elliptical,0.9994965,0.0011512637,1,0,1
SPLUS.STRIPE82-0127.28903.griz,328.865,-0.5338,15.95,Spiral,0.000105172396,0.90537727,0,1,1
SPLUS.STRIPE82-0127.29912.griz,328.2875,-0.569,16.98,Elliptical,0.9862226,0.0051617622,1,0,1
SPLUS.STRIPE82-0127.31173.griz,328.8446,-0.0148,15.03,Elliptical,0.99918246,0.0019294918,1,0,1
SPLUS.STRIPE82-0128.03530.griz,328.5979,0.0843,15.87,Elliptical,0.9999829,1.8656254e-05,1,0,1
SPLUS.STRIPE82-0128.04660.griz,328.6585,0.1217,16.17,Elliptical,0.9999888,6.5267086e-06,1,0,1
SPLUS.STRIPE82-0128.05397.griz,328.42800000000005,0.1399,15.13,Spiral,0.90648323,0.57556415,0,0,1
SPLUS.STRIPE82-0128.06458.griz,328.1336,0.1665,15.42,Elliptical,0.999944,0.00020003319,1,0,1
SPLUS.STRIPE82-0128.11789.griz,329.468,0.3252,16.35,Spiral,0.0001373589,0.88732004,0,1,1
SPLUS.STRIPE82-0128.13060.griz,328.5777,0.3553,14.73,Spiral,6.5892935e-05,0.8253455,0,1,1
SPLUS.STRIPE82-0128.14110.griz,328.36199999999997,0.3716,15.33,Spiral,0.00017675757,0.6218684,0,1,1
SPLUS.STRIPE82-0128.18755.griz,329.3135,0.5292,16.53,Elliptical,0.91368127,0.15409458,1,0,1
SPLUS.STRIPE82-0128.20018.griz,328.2663,0.5607,16.47,Elliptical,0.99884355,0.000862509,1,0,1
SPLUS.STRIPE82-0128.20205.griz,328.2471,0.5669,16.26,Spiral,0.00011688471,0.9941629,0,1,1
SPLUS.STRIPE82-0128.28164.griz,328.6885,0.789,16.96,Elliptical,0.9998756,7.0899725e-05,1,0,1
SPLUS.STRIPE82-0128.41370.griz,329.2392,1.1204,16.91,Spiral,7.531047e-05,0.9979286,0,1,1
SPLUS.STRIPE82-0128.45376.griz,328.3389,1.0053,16.93,Spiral,0.0012931824,0.98171234,0,1,1
SPLUS.STRIPE82-0129.04315.griz,330.3522,-1.2256,15.85,Elliptical,0.99968916,0.0004310012,1,0,1
SPLUS.STRIPE82-0129.05167.griz,330.6345,-1.1968,16.4,Spiral,0.00044631958,0.9684067,0,1,1
SPLUS.STRIPE82-0129.05532.griz,330.6183,-1.183,16.35,Elliptical,0.99660885,0.0063554645,1,0,1
SPLUS.STRIPE82-0129.05858.griz,330.3761,-1.1679,16.49,Spiral,0.00011521578,0.9966346,0,1,1
SPLUS.STRIPE82-0129.06053.griz,330.5796,-1.1734,16.0,Spiral,0.0001654923,0.7861868,0,1,1
SPLUS.STRIPE82-0129.06348.griz,329.9877,-1.153,16.52,Elliptical,0.9452058,0.16963682,1,0,1
SPLUS.STRIPE82-0129.06872.griz,329.5665,-1.1647,14.88,Elliptical,0.9954853,0.0072818995,1,0,1
SPLUS.STRIPE82-0129.09430.griz,329.5241,-1.0481,16.93,Elliptical,0.9997357,0.00017923117,1,0,1
SPLUS.STRIPE82-0129.10477.griz,330.2193,-1.0131,16.73,Elliptical,0.9991696,0.00023442507,1,0,1
SPLUS.STRIPE82-0129.12058.griz,330.5027,-0.9743,15.84,Elliptical,0.99971735,0.00059109926,1,0,1
